D44.8,U tân sinh không chắc chắn hoặc chưa rõ tính chất: đa u tuyến nội tiết,Mã nhánh,D44,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của tuyến nội tiết,0.0
D44.9,"U tân sinh không chắc chắn hoặc không rõ tính chất của: tuyến nội tiết, không đặc hiệu",Mã nhánh,D44,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của tuyến nội tiết,0.0
D45,Đa hồng cầu nguyên phát,Mã,D45,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Đa hồng cầu nguyên phát,0.0
D46,Hội chứng rối loạn sinh tuỷ,Mã,D46,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Hội chứng rối loạn sinh tuỷ,0.0
D46.0,"Thiếu máu dai dẳng không có nguyên hồng cầu sắt vòng, được xác định",Mã nhánh,D46,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Hội chứng rối loạn sinh tuỷ,0.0
D46.1,Hội chứng rối loạn sinh tuỷ có nguyên hồng cầu sắt vòng,Mã nhánh,D46,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Hội chứng rối loạn sinh tuỷ,0.0
D46.2,Thiếu máu dai dẳng có tăng nguyên bào ác tính [RAEB],Mã nhánh,D46,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Hội chứng rối loạn sinh tuỷ,0.0
D46.4,"Thiếu máu dai dẳng, không đặc hiệu",Mã nhánh,D46,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Hội chứng rối loạn sinh tuỷ,0.0
D46.5,Thiếu m,Mã nhánh,D46,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Hội chứng rối loạn sinh tuỷ,0.0
D46.5,Thiếu máu dai dẳng có loạn sản đa dòng tế bào (MDS- MLD),Mã nhánh,D46,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Hội chứng rối loạn sinh tuỷ,0.0
D46.6,Hội chứng rối loạn sinh tuỷ có bất thường nhiễm sắc thể del (5q) đơn độc,Mã nhánh,D46,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Hội chứng rối loạn sinh tuỷ,0.0
D46.7,Hội chứng rối loạn sinh tuỷ xương khác,Mã nhánh,D46,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Hội chứng rối loạn sinh tuỷ,0.0
D46.9,"Hội chứng rối loạn sinh tuỷ, không đặc hiệu",Mã nhánh,D46,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,Hội chứng rối loạn sinh tuỷ,0.0
D47,"U tân sinh khác không chắc chắn hoặc không biết sinh chất của mô u lympho, mô tạo huyết và mô liên quan",Mã,D47,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,"U tân sinh khác không chắc chắn hoặc không biết sinh chất của mô u lympho, mô tạo huyết và mô liên quan",0.0
D47.0,U tổ chức bào và dưỡng bào không triệu chứng,Mã nhánh,D47,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,"U tân sinh khác không chắc chắn hoặc không biết sinh chất của mô u lympho, mô tạo huyết và mô liên quan",0.0
D47.1,Bệnh bạch cầu tăng sinh tuỷ mạn tính,Mã nhánh,D47,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,"U tân sinh khác không chắc chắn hoặc không biết sinh chất của mô u lympho, mô tạo huyết và mô liên quan",0.0
D47.2,Bệnh lý gamma đơn dòng thể không xác định triệu chứng (MGMUS),Mã nhánh,D47,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,"U tân sinh khác không chắc chắn hoặc không biết sinh chất của mô u lympho, mô tạo huyết và mô liên quan",0.0
D47.3,Bệnh tăng tiểu cầu (xuất huyết) vô căn,Mã nhánh,D47,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,"U tân sinh khác không chắc chắn hoặc không biết sinh chất của mô u lympho, mô tạo huyết và mô liên quan",0.0
D47.4,Bệnh xơ hoá tuỷ xương,Mã nhánh,D47,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,"U tân sinh khác không chắc chắn hoặc không biết sinh chất của mô u lympho, mô tạo huyết và mô liên quan",0.0
D47.5,Bệnh bạch cầu dòng tế bào ưa acid mạn tính [hội chứng tăng bạch cầu ưa acid],Mã nhánh,D47,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,"U tân sinh khác không chắc chắn hoặc không biết sinh chất của mô u lympho, mô tạo huyết và mô liên quan",0.0
D47.7,"U tân sinh xác định khác, không rõ hoặc không biết tính chất của mô lympho, mô tạo huyết và mô liên quan",Mã nhánh,D47,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,"U tân sinh khác không chắc chắn hoặc không biết sinh chất của mô u lympho, mô tạo huyết và mô liên quan",0.0
D47.9,"U tân sinh không đặc hiệu, không chắc chắn hoặc không rõ tính chất của mô lympho, mô tạo huyết và mô liên quan",Mã nhánh,D47,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,"U tân sinh khác không chắc chắn hoặc không biết sinh chất của mô u lympho, mô tạo huyết và mô liên quan",0.0
D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,Mã,D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,0.0
D48.0,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của xương và sụn khớp",Mã nhánh,D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,0.0
D48.1,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của mô liên kết và mô mềm khác",Mã nhánh,D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,0.0
D48.2,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của thần kinh ngoại vi và thần kinh tự chủ",Mã nhánh,D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,0.0
D48.3,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của vùng sau phúc mạc",Mã nhánh,D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,0.0
D48.4,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của phúc mạc",Mã nhánh,D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,0.0
D48.5,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của da",Mã nhánh,D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,0.0
D48.6,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của vú",Mã nhánh,D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,0.0
D48.7,"U tân sinh không xác định, không chắc chắn hoặc không rõ tính chất của vị trí xác định khác",Mã nhánh,D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,0.0
D48.9,"U tân sinh không chắc chắn hoặc chưa rõ tính chất, không đặc hiệu",Mã nhánh,D48,U tân sinh không chắc chắn hoặc chưa rõ tính chất,U tân sinh,U tân sinh không chắc chắn hoặc chưa rõ tính chất của vị trí khác và không xác định,0.0
D50,Thiếu máu do thiếu sắt,Mã,D50,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu sắt,0.0
D50.0,Thiếu máu thiếu sắt thứ phát do mất máu (mạn tính),Mã nhánh,D50,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu sắt,0.0
D50.1,Chứng khó nuốt do thiếu sắt,Mã nhánh,D50,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu sắt,0.0
D50.8,Thiếu máu thiếu sắt khác,Mã nhánh,D50,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu sắt,0.0
D50.9,Thiếu máu thiếu sắt không đặc hiệu,Mã nhánh,D50,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu sắt,0.0
D51,Thiếu máu do thiếu vitamin B12,Mã,D51,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu vitamin B12,0.0
D51.0,Thiếu máu thiếu vitamin B12 do thiếu yếu tố nội sinh,Mã nhánh,D51,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu vitamin B12,0.0
D51.1,Thiếu vitamin B12 do giảm hấp thu chọn lọc vitamin B12 kèm theo protein niệu,Mã nhánh,D51,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu vitamin B12,0.0
D51.2,Thiếu Transcobalamin II,Mã nhánh,D51,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu vitamin B12,0.0
D51.3,Thiếu máu thiếu vitamin B12 do chế độ ăn khác,Mã nhánh,D51,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu vitamin B12,0.0
D51.8,Thiếu máu thiếu vitamin B12 khác,Mã nhánh,D51,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu vitamin B12,0.0
D51.9,"Thiếu máu thiếu vitamin B12, không đặc hiệu",Mã nhánh,D51,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do thiếu vitamin B12,0.0
D52,Thiếu máu thiếu folate,Mã,D52,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu thiếu folate,0.0
D52.0,Thiếu máu thiếu folate do chế độ ăn,Mã nhánh,D52,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu thiếu folate,0.0
D52.1,Thiếu máu thiếu folate do thuốc,Mã nhánh,D52,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu thiếu folate,0.0
D52.8,Thiếu máu thiếu folate khác,Mã nhánh,D52,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu thiếu folate,0.0
D52.9,Thiếu máu thiếu folate không đặc hiệu,Mã nhánh,D52,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu thiếu folate,0.0
D53,Các thiếu máu dinh dưỡng khác,Mã,D53,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Các thiếu máu dinh dưỡng khác,0.0
D53.0,Thiếu máu do thiếu protein,Mã nhánh,D53,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Các thiếu máu dinh dưỡng khác,0.0
D53.1,"Các thiếu máu nguyên hồng cầu khổng lồ khác, không phân loại nơi khác",Mã nhánh,D53,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Các thiếu máu dinh dưỡng khác,0.0
D53.2,Thiếu máu thiếu vitamin C,Mã nhánh,D53,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Các thiếu máu dinh dưỡng khác,0.0
D53.8,Các thiếu máu dinh dưỡng đặc hiệu khác,Mã nhánh,D53,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Các thiếu máu dinh dưỡng khác,0.0
D53.9,Thiếu máu dinh dưỡng không đặc hiệu,Mã nhánh,D53,Bệnh thiếu máu dinh dưỡng,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Các thiếu máu dinh dưỡng khác,0.0
D55,Thiếu máu do rối loạn men,Mã,D55,Thiếu máu tan máu,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do rối loạn men,0.0
D55.0,Thiếu máu do thiếu men glucose- 6- phosphate dehydrogenase,Mã nhánh,D55,Thiếu máu tan máu,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do rối loạn men,0.0
D55.1,Thiếu máu do các rối loạn chuyển hoá glutathione khác,Mã nhánh,D55,Thiếu máu tan máu,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do rối loạn men,0.0
D55.2,Thiếu máu do rối loạn các men phân giải glucose,Mã nhánh,D55,Thiếu máu tan máu,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do rối loạn men,0.0
D55.3,Thiếu máu do rối loạn chuyển hoá nucleotide,Mã nhánh,D55,Thiếu máu tan máu,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do rối loạn men,0.0
D55.8,Thiếu máu khác do rối loạn men,Mã nhánh,D55,Thiếu máu tan máu,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do rối loạn men,0.0
D55.9,"Thiếu máu do rối loạn men, không đặc hiệu",Mã nhánh,D55,Thiếu máu tan máu,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Thiếu máu do rối loạn men,0.0
D56,Bệnh Thalassemia,Mã,D56,Thiếu máu tan máu,"Bệnh máu, cơ quan tạo máu và các bệnh lý liên quan đến cơ chế miễn dịch",Bệnh Thalassemia,0.0
